customer_code,customer_name,customer_type,phone,address,area,ward,company,tax_code,dob,last_transaction_date,current_debt,total_sales,status
CUST-0143,Nam Vũ,Doanh nghiệp,(08) 9836 4037,379 John Tổ,Đồng Nai,Phường 18,Lê và Bùi Tập Đoàn,0311440466,2007-10-28,2026-07-23 12:07:31,0.0,6038000.0,1
CUST-0144,Thành Xuân Dương,Cá nhân,(01)091-0430,84 Bùi Số,Hà Nội,Phường 6,,,1994-12-17,2026-07-02 22:56:48,0.0,10564000.0,1
CUST-0145,Bà Hà Vũ,Cá nhân,+84 83 2856914,3 John Ngõ,Bình Dương,Phường 25,,,2009-04-12,2026-07-19 18:13:31,0.0,1513000.0,1
CUST-0146,Nhật Hoàng,Cá nhân,+84-04-210202,88 Lê Tổ,Đà Nẵng,Phường 12,,,1995-09-20,2026-06-14 03:10:20,0.0,7662000.0,1
CUST-0147,Tú Nguyễn,Cá nhân,06 4814 9177,792 Lê Khu,TP. Hồ Chí Minh,Phường 5,,,2006-09-15,2026-06-22 20:00:20,0.0,6467000.0,1
CUST-0148,Lâm Mai,Doanh nghiệp,+84 00 3075622,6 Jane Làng,Hà Nội,Phường 5,Đặng và đối tác Doanh nghiệp tư nhân,0311514340,2007-08-08,2026-04-08 22:22:09,0.0,4176000.0,1
CUST-0149,Tú Thị Lê,Cá nhân,(08) 0617 4451,534 Hoàng Làng,Bình Dương,Phường 17,,,2001-06-12,2026-03-29 05:06:38,0.0,8443000.0,1
CUST-0150,Anh Tùng Phạm,Cá nhân,(00) 6038 5050,4 John Làng,Hải Phòng,Phường 14,,,2000-09-11,2026-05-25 12:58:39,0.0,5607000.0,1
CUST-0151,Lan Vũ,Doanh nghiệp,+84 03 8657191,6 John Số,Đà Nẵng,Phường 6,Phạm Vũ Doanh nghiệp tư nhân,0317208460,2008-01-10,2026-03-03 06:37:14,0.0,4323000.0,1
CUST-0152,Nhật Tấn Đặng,Cá nhân,04 3132912,775 Trần Tổ,Bình Dương,Phường 11,,,2009-12-16,2026-04-17 17:06:28,0.0,2386000.0,1
CUST-0153,Quý cô Thảo Dương,Cá nhân,01 1249 0352,3 Bùi Đường,Hà Nội,Phường 5,,,2005-01-26,2026-07-19 22:12:44,0.0,5000000.0,1
CUST-0154,Phúc Nguyễn,Cá nhân,07 8831712,032 Jane Tổ,Đồng Nai,Phường 20,,,2005-03-24,2026-04-23 04:37:40,0.0,3664000.0,1
CUST-0155,Khoa Hoàng,Cá nhân,01 0137 2151,02 Bùi Dãy,Bình Dương,Phường 3,,,1994-01-23,2026-07-17 07:54:24,0.0,4004000.0,1
CUST-0156,Bảo Phú Phạm,Cá nhân,(04) 4720 9993,68 Nguyễn Ngõ,Hải Phòng,Phường 22,,,1998-04-26,2026-05-12 11:20:22,0.0,5916000.0,1
CUST-0157,Quý cô Lâm Mai,Doanh nghiệp,(08) 0657 8759,42 Jane Làng,Hải Phòng,Phường 20,Vũ Công ty TNHH,0318416270,2007-04-22,2026-05-14 09:24:43,0.0,3956000.0,1
CUST-0158,Bác Nhiên Phạm,Doanh nghiệp,(01) 3348 0396,239 Đặng Đường,Đà Nẵng,Phường 7,Hoàng và Hoàng Công ty Cổ phần,0319595744,2003-02-18,2026-04-18 06:06:39,0.0,4815000.0,1
CUST-0159,Quý cô Vân Vũ,Cá nhân,(07) 0103 9308,593 Jane Hẻm,Đà Nẵng,Phường 14,,,2009-03-06,2026-07-01 02:44:28,0.0,4959000.0,1
CUST-0160,Hưng Văn Lê,Cá nhân,+84-21-851569,45 John Số,Đà Nẵng,Phường 22,,,2007-01-08,2026-07-18 08:18:35,0.0,1948000.0,1
CUST-0161,Bác Phúc Mai,Doanh nghiệp,+84-95-392 6442,0 Hoàng Đường,Cần Thơ,Phường 22,Hoàng Đặng Tập Đoàn,0316174418,2010-01-03,2026-07-22 14:52:22,0.0,10979000.0,1
CUST-0162,Cô Xuân Dương,Cá nhân,(05) 1355 2157,33 Jane Khu,TP. Hồ Chí Minh,Phường 13,,,2006-12-09,2026-06-06 19:53:26,0.0,4008000.0,1
CUST-0163,Ngọc Bùi,Cá nhân,06 2676586,93 Jane Ngõ,Hà Nội,Phường 7,,,2007-02-23,2026-06-27 20:09:46,0.0,16302000.0,1
CUST-0164,Thảo Nguyễn,Cá nhân,04 1152 6218,99 Nguyễn Số,TP. Hồ Chí Minh,Phường 25,,,2009-07-31,2026-07-07 18:28:47,0.0,3175000.0,1
CUST-0165,Quý cô Bảo Nguyễn,Cá nhân,+84 53 3688444,069 Lê Đường,Đồng Nai,Phường 9,,,1999-09-11,2026-04-26 03:58:13,0.0,4831000.0,1
CUST-0166,Hà Thế Hoàng,Cá nhân,03 1032417,67 Vũ Ngõ,Đà Nẵng,Phường 4,,,2004-06-21,2026-05-09 17:33:31,0.0,824000.0,1
CUST-0167,Bảo Phú Bùi,Cá nhân,02 7047 7434,115 Hoàng Làng,Hải Phòng,Phường 24,,,2002-12-21,2026-05-06 01:11:40,0.0,3365000.0,1
CUST-0168,Phương Bảo Mai,Doanh nghiệp,+84-79-374 1608,722 John Hẻm,TP. Hồ Chí Minh,Phường 5,Bùi Công ty TNHH,0317378822,2010-05-12,2026-06-08 05:50:48,0.0,990000.0,1
CUST-0169,Lâm Trí Hoàng,Cá nhân,05 1168 6854,998 Trần Số,Cần Thơ,Phường 18,,,1996-02-08,2026-04-20 06:44:33,0.0,2882000.0,1
CUST-0170,Hà Hoàng,Cá nhân,(01)485-6467,246 Jane Đường,Hà Nội,Phường 13,,,2000-04-15,2026-07-18 01:06:38,0.0,6015000.0,1
CUST-0171,Quang Thị Dương,Cá nhân,05 0544 4713,75 Bùi Ngõ,Hải Phòng,Phường 1,,,1996-10-02,2026-05-29 06:29:32,0.0,6886000.0,1
CUST-0172,Quý cô Yến Dương,Doanh nghiệp,(08)508-2148,890 John Làng,Hà Nội,Phường 11,Phạm Công ty TNHH,0318202195,2001-04-27,2026-07-19 15:02:14,0.0,4696000.0,1
CUST-0173,Trung Đức Đặng,Doanh nghiệp,(07)861-0357,798 Đặng Hẻm,Bình Dương,Phường 21,Trần và Vũ Công ty TNHH,0318007741,2000-02-18,2026-07-20 12:04:47,0.0,7761000.0,1
CUST-0174,Chị Lâm Phạm,Cá nhân,+84-34-680 0722,494 Bùi Số,Hà Nội,Phường 13,,,2008-01-14,2026-06-02 15:35:47,0.0,2186000.0,1
CUST-0175,Bác Trung Dương,Cá nhân,08 9691 0858,17 Jane Khu,Đà Nẵng,Phường 6,,,2004-06-13,2026-05-19 12:29:32,0.0,4313000.0,1
CUST-0176,Anh Vũ,Doanh nghiệp,(02) 8309 6520,46 Bùi Đường,Đồng Nai,Phường 23,Đặng Phạm Công ty Trách nhiệm hữu hạn,0317070880,2002-08-25,2026-05-03 13:33:50,0.0,3601000.0,1
CUST-0177,Bác Minh Vũ,Cá nhân,(02)824-1724,5 John Tổ,Hải Phòng,Phường 4,,,1997-05-10,2026-05-07 20:39:44,0.0,5840000.0,1
CUST-0178,Huy Đặng,Cá nhân,04 9471 7099,38 Jane Khu,Hải Phòng,Phường 19,,,2000-07-31,2026-04-05 14:56:34,0.0,4729000.0,1
CUST-0179,Chị Lâm Đặng,Doanh nghiệp,09 7252175,00 Vũ Làng,Cần Thơ,Phường 3,Hoàng Lê Công ty TNHH MTV,0317639863,2006-11-28,2026-07-24 13:44:40,0.0,4764000.0,1
CUST-0180,Bảo Hoàng,Cá nhân,06 6676008,5 Jane Làng,Bình Dương,Phường 11,,,1993-11-12,2026-06-02 21:42:37,0.0,904000.0,1
CUST-0181,Dương Phạm,Cá nhân,(05) 4216 8942,447 Bùi Hẻm,Đà Nẵng,Phường 25,,,1999-05-22,2026-03-08 15:45:45,0.0,5318000.0,1
CUST-0182,Bác Trung Lê,Cá nhân,(06)033-2309,506 Mai Đường,Hà Nội,Phường 17,,,2003-08-28,2026-05-31 07:01:15,0.0,6503000.0,1
CUST-0183,Dương Trần,Cá nhân,+84-00-167 6184,2 John Khu,Cần Thơ,Phường 17,,,2000-09-18,2026-03-04 00:14:28,0.0,3534000.0,1
CUST-0184,Hải Mai,Cá nhân,09 9261 8914,739 Jane Làng,Đồng Nai,Phường 12,,,1999-08-24,2026-03-08 13:00:03,0.0,3655000.0,1
CUST-0185,Hạnh Xuân Nguyễn,Cá nhân,+84-73-753001,7 John Ngõ,Bình Dương,Phường 21,,,2005-11-10,2026-07-07 15:31:09,0.0,730000.0,1
CUST-0186,Hạnh Phạm,Cá nhân,04 4701204,5 Trần Ngõ,TP. Hồ Chí Minh,Phường 4,,,2008-01-12,2026-06-27 11:52:29,0.0,4628000.0,1
CUST-0187,Ngọc Lê,Cá nhân,+84-25-579 4155,667 Bùi Dãy,Đà Nẵng,Phường 7,,,2007-02-27,2025-11-20 01:39:01,0.0,1466000.0,1
CUST-0188,Cô Bảo Nguyễn,Cá nhân,(02)169-7972,90 Jane Dãy,Cần Thơ,Phường 5,,,1995-06-25,2026-06-04 06:25:30,0.0,3451000.0,1
CUST-0189,Nhật Thị Trần,Cá nhân,05 0899 3588,37 Bùi Hẻm,TP. Hồ Chí Minh,Phường 25,,,2007-10-28,2026-05-22 03:47:29,0.0,5090000.0,1
CUST-0190,Ngọc Lê,Doanh nghiệp,+84-77-217535,838 Bùi Làng,Hải Phòng,Phường 25,Dương Công ty TNHH MTV,0318531380,2007-03-08,2026-01-24 18:23:41,0.0,3724000.0,1
CUST-0191,Ông Châu Dương,Cá nhân,01 7016 6088,994 Jane Tổ,Đồng Nai,Phường 21,,,1999-09-26,2026-03-09 06:45:17,0.0,3446000.0,1
CUST-0192,Ánh Phạm,Cá nhân,(07)589-9757,305 Vũ Tổ,TP. Hồ Chí Minh,Phường 15,,,2005-06-30,2025-11-14 17:32:21,0.0,306000.0,1
CUST-0193,Xuân Lê,Cá nhân,02 6149331,735 Jane Đường,Hải Phòng,Phường 15,,,2009-04-24,2026-07-11 17:44:52,0.0,1575000.0,1
CUST-0194,Nhật Dương,Cá nhân,+84-98-270 8086,2 John Ngõ,Đồng Nai,Phường 9,,,2000-02-23,2026-07-05 13:01:19,0.0,6073000.0,1
CUST-0195,Minh Hữu Bùi,Cá nhân,+84-34-654722,8 Mai Tổ,Đà Nẵng,Phường 17,,,2005-08-30,2026-07-23 13:16:37,0.0,4889000.0,1
CUST-0196,Chị Mai Hoàng,Cá nhân,+84-45-228 8515,9 Mai Khu,Đà Nẵng,Phường 15,,,2008-06-23,2026-05-27 03:38:49,0.0,11331000.0,1
CUST-0197,An Đức Nguyễn,Doanh nghiệp,02 0034244,438 Jane Dãy,Hà Nội,Phường 2,Hoàng Tập Đoàn,0317186390,2005-01-16,2026-05-23 13:06:55,0.0,4998000.0,1
CUST-0198,Quý cô Mai Mai,Cá nhân,(04)066-6580,4 Jane Làng,Hà Nội,Phường 21,,,2009-01-20,2025-12-09 01:55:38,0.0,1534000.0,1
CUST-0199,Nhiên Hoàng Phạm,Cá nhân,07 2122 8160,84 John Khu,Cần Thơ,Phường 20,,,1993-08-28,2026-07-18 22:18:09,0.0,2613000.0,1
CUST-0200,Anh Hưng Lê,Doanh nghiệp,09 0947 9851,3 John Hẻm,Hải Phòng,Phường 19,Mai và đối tác Công ty Hợp danh,0311688246,2000-06-01,2026-06-05 10:03:52,0.0,6594000.0,1
CUST-0201,Quang Hoàng Đặng,Doanh nghiệp,05 4398 7801,39 John Tổ,Đồng Nai,Phường 19,Trần và đối tác Công ty TNHH MTV,0314158134,1997-12-03,2026-04-22 13:43:16,0.0,7202000.0,1
CUST-0202,Nam Mai,Cá nhân,(05)887-7043,1 John Đường,Cần Thơ,Phường 16,,,2004-03-20,2026-06-07 08:08:46,0.0,1066000.0,1
CUST-0203,Chị Ánh Bùi,Cá nhân,(01)386-1207,110 Jane Ngõ,Hà Nội,Phường 15,,,2003-05-02,2026-07-24 18:42:13,0.0,10221000.0,1
CUST-0204,Bà Hồng Bùi,Cá nhân,06 6506180,9 John Tổ,Đồng Nai,Phường 11,,,2009-05-03,2026-04-20 23:21:41,0.0,5005000.0,1
CUST-0205,Hạnh Vũ,Cá nhân,+84-14-766072,684 Jane Tổ,Cần Thơ,Phường 21,,,2009-11-01,2026-06-13 19:10:56,0.0,1584000.0,1
CUST-0206,Vân Mai,Cá nhân,(01) 0099 6881,536 John Hẻm,Hà Nội,Phường 8,,,1997-04-24,2026-06-14 07:31:47,0.0,6243000.0,1
CUST-0207,Trung Trần,Doanh nghiệp,(09) 0878 1414,975 Lê Làng,Hải Phòng,Phường 17,Vũ Công ty Hợp danh,0319770256,1994-09-30,2026-05-02 03:52:12,0.0,4163000.0,1
CUST-0208,Bà Chi Dương,Cá nhân,09 4929 9556,533 Vũ Tổ,Đà Nẵng,Phường 12,,,1995-11-04,2026-02-09 23:36:14,0.0,3173000.0,1
CUST-0209,Châu Mai Dương,Cá nhân,04 7812 9142,11 John Số,Hải Phòng,Phường 14,,,2006-08-20,2025-11-29 18:40:29,0.0,1172000.0,1
CUST-0210,Cô Vân Vũ,Cá nhân,+84-87-256394,88 Jane Tổ,Bình Dương,Phường 20,,,2002-02-04,2026-07-01 14:47:54,0.0,9978000.0,1
CUST-0211,Chị Vi Mai,Cá nhân,(07) 2299 2750,31 Đặng Làng,Đồng Nai,Phường 21,,,1994-04-15,2026-07-17 12:19:08,0.0,1514000.0,1
CUST-0212,Bà Hồng Dương,Cá nhân,00 0518449,65 Jane Số,Hà Nội,Phường 11,,,2010-02-04,2026-07-02 07:32:18,0.0,801000.0,1
CUST-0213,Quý cô Linh Đặng,Cá nhân,07 9082723,4 John Hẻm,Cần Thơ,Phường 22,,,1996-03-27,2026-03-31 03:39:39,0.0,1139000.0,1
CUST-0214,Hải Phạm,Doanh nghiệp,05 1777392,302 John Đường,Đà Nẵng,Phường 9,Nguyễn Lê Doanh nghiệp tư nhân,0313522845,2009-03-29,2026-07-22 13:37:47,0.0,6228000.0,1
CUST-0215,Khoa Văn Vũ,Cá nhân,+84 37 9772369,2 Lê Tổ,Hà Nội,Phường 19,,,2009-03-28,2026-07-03 20:56:05,0.0,4382000.0,1
CUST-0216,Lâm Bùi,Cá nhân,02 1038862,799 John Ngõ,Đà Nẵng,Phường 10,,,2001-10-04,2026-04-29 19:46:44,0.0,5135000.0,1
CUST-0217,Cô Hải Bùi,Doanh nghiệp,+84-65-086376,9 Jane Hẻm,TP. Hồ Chí Minh,Phường 20,Dương và Phạm Tập Đoàn,0312421349,1994-12-26,2026-06-10 00:48:47,0.0,3891000.0,1
CUST-0218,Hạnh Hoàng Nguyễn,Cá nhân,+84-09-818 0635,12 Hoàng Khu,Cần Thơ,Phường 13,,,1998-01-01,2026-07-08 00:09:45,0.0,7897000.0,1
CUST-0219,Khoa Phú Hoàng,Cá nhân,06 3688 7258,49 Bùi Hẻm,Đồng Nai,Phường 5,,,2008-02-04,2026-07-10 17:03:33,0.0,530000.0,1
CUST-0220,Nhật Phạm,Cá nhân,02 1386589,601 Jane Số,Bình Dương,Phường 22,,,1995-01-22,,0.0,0.0,1
CUST-0221,Quang Đặng,Doanh nghiệp,+84 90 6698490,7 Nguyễn Làng,Cần Thơ,Phường 12,Phạm và Nguyễn Tập Đoàn,0311305857,2003-10-02,2026-05-17 22:35:57,0.0,8168000.0,1
CUST-0222,Chị Dương Nguyễn,Cá nhân,03 0214 6566,0 John Khu,Đà Nẵng,Phường 6,,,2005-11-26,2026-06-03 09:11:20,0.0,2459000.0,1
CUST-0223,Quang Đức Phạm,Cá nhân,+84-37-690426,1 Đặng Ngõ,Đà Nẵng,Phường 25,,,2007-03-18,2026-05-24 19:19:08,0.0,8995000.0,1
CUST-0224,Tùng Hoàng,Doanh nghiệp,07 6973 5779,14 Jane Làng,TP. Hồ Chí Minh,Phường 8,Đặng Bùi Doanh nghiệp tư nhân,0313307963,2002-05-04,2026-03-26 02:33:30,0.0,2983000.0,1
CUST-0225,Yến Vũ,Cá nhân,(04) 1651 8275,942 Jane Làng,Hà Nội,Phường 10,,,1997-07-21,2026-07-08 06:51:13,0.0,5586000.0,1
CUST-0226,Bà Mai Phạm,Cá nhân,(03) 9521 1179,0 Đặng Tổ,Cần Thơ,Phường 25,,,2001-12-05,2026-02-08 21:29:35,0.0,3810000.0,1
CUST-0227,Châu Lê,Cá nhân,(08)463-9208,80 Bùi Hẻm,Bình Dương,Phường 11,,,2001-05-01,2026-02-06 23:52:11,0.0,2350000.0,1
CUST-0228,Nhật Mai,Cá nhân,05 0036915,4 Jane Làng,Cần Thơ,Phường 13,,,1998-02-20,2026-02-01 10:18:54,0.0,4293000.0,1
CUST-0229,Quang Xuân Dương,Cá nhân,03 6556472,3 Jane Làng,TP. Hồ Chí Minh,Phường 6,,,2003-01-01,2025-12-23 18:28:29,0.0,419000.0,1
CUST-0230,Lâm Trí Lê,Cá nhân,00 2672885,48 Jane Ngõ,Bình Dương,Phường 15,,,2005-04-19,2026-06-26 07:45:57,0.0,3624000.0,1
CUST-0231,Mai Vũ,Cá nhân,01 7545588,06 Jane Làng,Hải Phòng,Phường 12,,,2003-05-14,2026-07-05 07:06:44,0.0,7747000.0,1
CUST-0232,Bà Thành Đặng,Cá nhân,+84-87-716 9472,5 Hoàng Số,Hải Phòng,Phường 20,,,2007-12-28,2026-05-11 09:26:12,0.0,4707000.0,1
CUST-0233,Hà Lê,Cá nhân,03 5544 9647,9 Bùi Hẻm,Đồng Nai,Phường 24,,,1996-09-07,2026-06-13 21:32:21,0.0,4677000.0,1
CUST-0234,Lan Phạm,Doanh nghiệp,+84-41-326 1117,681 Jane Hẻm,TP. Hồ Chí Minh,Phường 18,Bùi Doanh nghiệp tư nhân,0315012581,1997-06-17,2026-02-11 22:16:47,0.0,3117000.0,1
CUST-0235,Bảo Lê,Cá nhân,(08) 2005 5778,7 John Dãy,Đồng Nai,Phường 16,,,2004-04-15,2026-07-13 14:25:12,0.0,4586000.0,1
CUST-0236,Phương Thế Đặng,Cá nhân,08 3174564,00 Jane Khu,Đà Nẵng,Phường 22,,,2001-07-15,2026-06-23 08:10:04,0.0,7096000.0,1
CUST-0237,Yến Dương,Doanh nghiệp,(07)406-4930,686 Phạm Hẻm,Hải Phòng,Phường 25,Bùi và đối tác Công ty Cổ phần,0315727345,1998-01-11,2026-07-10 00:00:53,0.0,3305000.0,1
CUST-0238,Hải Hải Mai,Doanh nghiệp,(09)448-4631,417 Vũ Dãy,Cần Thơ,Phường 17,Đặng Nguyễn Công ty Cổ phần,0318023963,1994-05-28,2026-04-30 14:36:57,0.0,1352000.0,1
CUST-0239,Lan Trần,Cá nhân,04 2703 1207,64 Đặng Dãy,Đồng Nai,Phường 7,,,2005-05-29,2026-03-04 21:19:24,0.0,1206000.0,1
CUST-0240,Linh Trần,Cá nhân,(02)046-1872,60 John Số,Đồng Nai,Phường 9,,,2006-09-02,2026-06-26 20:02:05,0.0,1706000.0,1
CUST-0241,Anh Hưng Phạm,Cá nhân,01 8376452,8 Jane Dãy,Bình Dương,Phường 16,,,2004-05-31,2026-05-05 20:29:15,0.0,6138000.0,1
CUST-0242,Bà Xuân Nguyễn,Cá nhân,(03)136-5024,30 Jane Hẻm,Cần Thơ,Phường 4,,,1999-11-16,2026-04-16 19:08:18,0.0,2576000.0,1
CUST-0243,Lâm Lê,Cá nhân,01 9500528,735 Dương Làng,Đà Nẵng,Phường 3,,,1993-12-03,2026-07-20 16:11:56,0.0,12174000.0,1
CUST-0244,Thành Trí Vũ,Cá nhân,+84 77 8487392,74 John Hẻm,Đà Nẵng,Phường 15,,,2001-03-14,2025-12-14 22:11:02,0.0,3473000.0,1
CUST-0245,Tùng Đặng,Cá nhân,00 8620959,18 Phạm Dãy,Đồng Nai,Phường 14,,,2006-07-30,2026-07-23 07:21:54,0.0,3419000.0,1
CUST-0246,Bà Thành Bùi,Cá nhân,+84-51-181 0220,731 Jane Dãy,TP. Hồ Chí Minh,Phường 15,,,2002-07-01,2026-04-20 06:50:01,0.0,3612000.0,1
CUST-0247,Hưng Đặng,Cá nhân,(09) 1037 1705,09 Mai Đường,Hà Nội,Phường 14,,,2006-01-16,2026-05-16 18:32:09,0.0,2359000.0,1
CUST-0248,Vũ Phạm,Cá nhân,+84-11-386338,2 Trần Tổ,Hải Phòng,Phường 17,,,2005-01-09,2026-01-25 18:59:48,0.0,2974000.0,1
CUST-0249,Hà Xuân Lê,Cá nhân,+84-68-528975,5 Bùi Số,TP. Hồ Chí Minh,Phường 13,,,2007-08-09,2026-07-07 02:57:56,0.0,4043000.0,1
CUST-0250,Trọng Hải Hoàng,Cá nhân,+84-36-845776,0 Hoàng Đường,Đà Nẵng,Phường 8,,,2002-05-11,2026-05-17 10:28:39,0.0,4809000.0,1
CUST-0251,Nam Vũ,Cá nhân,(03) 5048 8899,075 John Khu,Đà Nẵng,Phường 4,,,1999-10-20,2026-05-23 16:39:35,0.0,5254000.0,1
CUST-0252,Chị Thảo Vũ,Cá nhân,+84 96 9315727,4 Jane Ngõ,Đồng Nai,Phường 5,,,2006-10-27,2026-06-09 09:53:05,0.0,2722000.0,1
CUST-0253,Quang Bảo Bùi,Cá nhân,(01)390-6048,89 Jane Làng,Hà Nội,Phường 10,,,1996-03-01,2026-07-10 10:33:11,0.0,7416000.0,1
CUST-0254,Nhật Quang Phạm,Doanh nghiệp,04 6225179,6 Trần Số,Bình Dương,Phường 5,Lê và đối tác Tập Đoàn,0318870361,1995-11-08,2026-07-17 03:25:45,0.0,5108000.0,1
CUST-0255,Quý cô Hồng Hoàng,Doanh nghiệp,(08) 9833 1465,665 Phạm Tổ,Cần Thơ,Phường 1,Hoàng và Nguyễn Tập Đoàn,0312329187,1998-09-28,2025-11-30 11:33:13,0.0,4586000.0,1
CUST-0256,Trọng Mai Hoàng,Cá nhân,(07) 0335 2110,2 Nguyễn Tổ,Đà Nẵng,Phường 7,,,2005-05-09,2026-06-13 20:36:59,0.0,1979000.0,1
CUST-0257,Hạnh Dương,Cá nhân,00 5383388,7 John Số,Cần Thơ,Phường 24,,,2003-06-21,2026-06-26 18:30:19,0.0,8509000.0,1
CUST-0258,Thảo Lê,Doanh nghiệp,+84 43 9407016,5 John Khu,Hà Nội,Phường 25,Phạm và đối tác Công ty TNHH MTV,0315833542,2002-03-16,2026-05-14 01:52:48,0.0,1121000.0,1
CUST-0259,Thành Dương,Cá nhân,(09)812-3878,384 Dương Số,Đà Nẵng,Phường 4,,,2006-03-19,2026-05-27 17:27:20,0.0,10648000.0,1
CUST-0260,Linh Đặng,Cá nhân,04 3840 4608,256 John Số,TP. Hồ Chí Minh,Phường 14,,,2002-05-31,2026-07-05 10:28:34,0.0,5913000.0,1
CUST-0261,Quý cô Mai Hoàng,Doanh nghiệp,(06) 4957 8232,482 Lê Hẻm,Hà Nội,Phường 4,Trần và Mai Công ty Hợp danh,0319385742,2009-09-07,2025-12-30 06:50:29,0.0,1194000.0,1
CUST-0262,Bảo Đặng,Cá nhân,(02)056-6474,122 Jane Làng,Bình Dương,Phường 17,,,2003-09-12,2026-05-21 17:58:52,0.0,905000.0,1
CUST-0263,Cô Linh Trần,Cá nhân,+84-72-897 5267,233 Jane Đường,Bình Dương,Phường 5,,,2009-04-17,2026-02-11 23:36:51,0.0,1583000.0,1
CUST-0264,Lâm Hoàng Phạm,Cá nhân,+84 27 9757366,6 Bùi Đường,Hải Phòng,Phường 1,,,2002-05-30,,0.0,0.0,1
CUST-0265,Quý ông Hưng Phạm,Cá nhân,+84-86-086803,64 Dương Hẻm,TP. Hồ Chí Minh,Phường 19,,,2000-09-28,2026-07-03 00:25:45,0.0,7547000.0,1
CUST-0266,Yến Mai,Doanh nghiệp,(07) 7181 2982,57 John Dãy,TP. Hồ Chí Minh,Phường 22,Dương Trần Doanh nghiệp tư nhân,0312436363,1999-01-26,2026-05-16 09:30:38,0.0,2807000.0,1
CUST-0267,Cô Hà Trần,Cá nhân,+84-75-186 8926,259 John Hẻm,Hà Nội,Phường 17,,,1996-08-07,2026-04-02 13:04:14,0.0,5222000.0,1
CUST-0268,Hồng Vũ,Cá nhân,07 4212 3094,77 Jane Làng,Hải Phòng,Phường 16,,,1997-03-31,2026-06-08 01:50:14,0.0,3839000.0,1
CUST-0269,Quý ông Huy Dương,Cá nhân,+84 99 0384983,205 John Đường,Bình Dương,Phường 13,,,2004-11-24,2026-01-18 21:37:13,0.0,3459000.0,1
CUST-0270,Dũng Trần,Cá nhân,+84 16 2249998,95 John Khu,Đà Nẵng,Phường 24,,,1999-01-18,2026-03-10 07:37:45,0.0,3108000.0,1
CUST-0271,Hà Bảo Mai,Cá nhân,+84 47 2145868,3 John Ngõ,Đà Nẵng,Phường 3,,,2001-10-13,2025-12-05 00:24:54,0.0,2282000.0,1
CUST-0272,Huy Hoàng,Cá nhân,(05)489-9529,7 Lê Làng,TP. Hồ Chí Minh,Phường 24,,,2005-08-09,2026-02-27 20:51:31,0.0,3730000.0,1
CUST-0273,Cô Hương Nguyễn,Cá nhân,01 3966055,344 Jane Khu,Đồng Nai,Phường 19,,,2002-03-05,2026-05-13 01:33:34,0.0,2359000.0,1
CUST-0274,Nam Đức Đặng,Cá nhân,06 9902 3557,272 Mai Tổ,TP. Hồ Chí Minh,Phường 2,,,2001-06-03,2026-07-18 05:48:37,0.0,6681000.0,1
CUST-0275,Nhật Thị Mai,Cá nhân,09 5880 3955,405 Mai Hẻm,Cần Thơ,Phường 11,,,2003-04-08,2026-07-15 07:07:43,0.0,760000.0,1
CUST-0276,Bảo Đức Vũ,Cá nhân,+84-50-461 7357,842 Jane Đường,Đồng Nai,Phường 25,,,2006-10-13,2026-06-09 18:42:38,0.0,6873000.0,1
CUST-0277,Nhật Mai,Doanh nghiệp,+84 78 2357845,823 Jane Số,Bình Dương,Phường 16,Nguyễn Doanh nghiệp tư nhân,0314058117,2009-05-29,2026-06-12 23:45:51,0.0,3261000.0,1
CUST-0278,Thành Dương,Cá nhân,+84 18 4094353,48 Dương Ngõ,Hà Nội,Phường 23,,,1998-03-12,2026-07-24 12:14:20,0.0,8101000.0,1
CUST-0279,Bà Hà Nguyễn,Doanh nghiệp,+84-88-138585,493 John Khu,Hà Nội,Phường 10,Mai và Dương Công ty TNHH,0314382135,1995-10-09,2026-06-30 18:34:41,0.0,2601000.0,1
CUST-0280,Ông Tú Bùi,Cá nhân,+84 16 6299795,38 Jane Hẻm,Đồng Nai,Phường 7,,,1995-02-20,2026-05-17 13:30:33,0.0,4146000.0,1
CUST-0281,Ông Bảo Vũ,Cá nhân,+84-77-332 9456,5 Dương Dãy,Đà Nẵng,Phường 10,,,1994-01-27,2025-12-17 01:45:03,0.0,5935000.0,1
CUST-0282,Ông Quang Dương,Doanh nghiệp,02 4599281,1 Mai Ngõ,Đồng Nai,Phường 18,Mai và Dương Công ty TNHH MTV,0318942330,2003-08-07,2026-03-26 02:31:23,0.0,2710000.0,1
CUST-0283,Chị Vân Lê,Cá nhân,06 1539669,3 John Dãy,Hà Nội,Phường 25,,,1995-07-03,2026-04-24 06:58:10,0.0,4623000.0,1
CUST-0284,Bác Tùng Trần,Cá nhân,(07)246-1919,70 John Hẻm,Đà Nẵng,Phường 12,,,2008-08-23,2026-06-12 00:30:38,0.0,3639000.0,1
CUST-0285,Vi Lê,Cá nhân,+84-27-846 9973,5 Hoàng Khu,Đồng Nai,Phường 21,,,2009-03-04,2026-05-31 18:09:43,0.0,648000.0,1
CUST-0286,Nhật Phú Trần,Cá nhân,+84-09-862405,851 Nguyễn Làng,Đà Nẵng,Phường 4,,,2000-11-24,2026-06-07 06:43:17,0.0,1637000.0,1
CUST-0287,Hải Tấn Bùi,Cá nhân,06 6832723,62 Lê Hẻm,Hải Phòng,Phường 13,,,1993-10-04,2026-07-14 07:07:10,0.0,5756000.0,1
